v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v18	v19	v20	v21	v22	v23	v24	v25	v26	v27	v28	v29	v30	v31	v32	v33	v34	v35	v36	v37	v38	v39	v40	v41	v42	v43	v44	v45	v46	v47	v48	v49	v50	v51	v52	v53	v54	v55	v56	v57	v58	v59	v60	v61	v62	v63	v64	v65	v66	v67	v68	v69	v70	v71	v72	v73	v74	v75	v76	v77	v78	v79	v80	v81	v82	v83	v84	v85	v86	v87	v88	v89	v90	v91	v92	v93	v94	v95	v96	v97	v98	v99	v100	v101	v102	v103	v104	v105	v106	v107	v108	v109	v110	v111	v112	v113	v114	v115	v116	v117	v118	v119	v120	v121	v122	v123	v124	v125	v126	v127	v128	v129	v130	v131	v132	v133	v134	v135	v136	v137	v138	v139	v140	v141	v142	v143	v144	v145
DEU	2760000	DEU9797	1	27600	157	3394	1	2	2	4	3	2	2	1	7	1	1	1	7	9	4	2	3	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	1	2	3	3	1	1	1	2	9	3	2	3	4	5	5	2	3	2	2	2	2	2	2	1	2	2	2	2	1	1	7	1	1	1	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2264	2512	9704	-14.809	-0.3004	74.66	67.94	1	1	27600	27600	27600	27600	27600	27600	3	3	3	74.66	1	1	148	148	-0.4243	-0.4255	3	99.00	-10.793	.4621	28	NOV	13
DEU	2760000	DEU9797	1	27600	157	3395	1	2	2	5	5	9	9	9	7	9	9	9	7	5	4	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	1	1	2	1	1	3	1	4	4	5	5	1	3	2	2	2	2	2	2	1	1	2	2	2	1	1	7	1	2	2	2	2	2	2	2	2	1	2	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5311	8332	9704	-14.809	-0.4659	25.95	24.98	1	1	181000	181000	181000	27600	181000	27600	1	9	9	25.95	1	1	148	148	0.0485	-0.4255	9	99.00	0.8861	.45449999	28	NOV	13
DEU	2760000	DEU9797	1	27600	157	3396	1	2	2	3	3	2	2	1	7	2	2	1	7	9	4	4	3	4	4	4	4	4	1	1	2	2	2	2	2	2	1	1	2	2	3	4	4	1	1	1	2	2	4	3	4	5	5	5	1	4	3	3	2	2	2	2	2	2	2	2	2	1	1	7	1	1	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4120	3130	9999	0.7501	0.1650	33.66	44.94	1	1	27600	27600	27600	27600	27600	27600	2	3	3	44.94	1	1	148	148	-12.159	-0.4255	3	99.00	-31.127	.45449999	28	NOV	13
DEU	2760000	DEU9797	1	27600	157	3397	1	2	2	3	3	1	1	1	7	9	9	9	7	3	3	1	1	1	2	1	1	1	1	2	2	1	2	2	2	2	1	2	2	3	1	4	4	1	1	1	1	1	3	8	3	4	5	5	2	3	2	8	1	1	1	1	1	1	2	2	2	1	1	7	1	1	1	2	2	2	2	1	1	1	1	1	9998	7	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4311	2514	9999	0.3150	-0.2106	74.66	50.37	1	1	27600	927600	27600	27600	27600	27600	3	3	3	74.66	1	1	148	148	0.0485	12.956	9	99.00	17.172	.44459999	28	NOV	13
DEU	2760000	DEU9797	1	27600	157	3399	1	2	2	5	3	2	2	2	7	2	2	1	7	9	3	2	3	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	1	1	2	2	1	1	3	1	1	4	2	4	4	5	5	3	4	2	4	2	1	2	1	1	2	2	2	2	1	1	7	1	2	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3118	8122	3355	0.3150	0.3180	22.36	50.73	1	1	27600	27600	27600	27600	27600	27600	1	0	3	50.73	1	1	148	148	-0.4243	0.4396	3	63.03	-0.5360	.4621	28	NOV	13
DEU	2760000	DEU9797	1	27600	158	3400	2	1	2	2	2	1	1	1	7	1	9	9	7	4	5	3	2	2	4	2	1	1	1	1	2	1	2	1	2	1	1	1	2	3	2	4	3	4	2	1	1	1	1	2	3	5	4	5	4	5	5	5	4	4	4	4	1	1	1	2	2	2	9	7	2	1	2	2	2	2	2	2	9	9	9	9	16	23	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8183	3120	2222	19.195	16.876	38.18	24.15	1	1	927600	927600	999999	999999	999999	999999	2	3	3	38.18	9	9	148	148	0.4708	-31.734	1	68.70	-0.5360	.30109999	28	NOV	13
DEU	2760000	DEU9797	1	27600	158	3401	1	2	2	2	2	9	9	9	7	9	9	9	7	2	1	1	2	1	1	1	2	1	1	1	2	2	2	2	2	2	9	1	2	1	2	2	2	4	1	1	1	1	4	3	4	5	4	5	2	3	2	2	2	2	2	2	2	2	2	2	2	2	9	7	1	2	2	2	2	2	2	2	2	2	2	2	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	2	2	9704	8000	9704	0.6749	-0.3004	25.45	99.00	1	1	79200	79200	79200	79200	79200	79200	1	9	9	25.45	3	3	344	344	-12.159	-0.4255	9	99.00	13.879	.278	28	NOV	13
DEU	2760000	DEU9797	1	27600	158	3402	1	2	2	4	4	2	2	2	7	2	2	2	7	3	2	1	3	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	3	3	3	3	1	2	1	2	2	4	4	4	3	5	5	3	4	2	3	1	1	1	1	1	1	2	2	2	2	1	7	1	2	2	2	2	2	1	2	2	2	2	2	16	9998	0	0	38000	0	0	0	0	0	0	0	0	0	0	0	0	38000	0	0	0	0	0	0	0	0	0	0	1	1	5223	7119	9704	-0.1254	0.0131	26.92	28.48	3	3	38000	27600	38000	38000	38000	38000	1	0	0	28.48	3	2	148	148	0.0485	12.956	0	99.00	-0.0994	.278	28	NOV	13
DEU	2760000	DEU9797	1	27600	158	3403	1	2	2	9	3	9	9	9	7	9	9	9	7	1	3	1	3	2	2	2	3	2	9	9	9	9	9	9	9	9	9	9	9	2	3	4	4	3	3	3	4	4	3	3	4	4	5	5	5	5	4	4	1	1	1	1	2	2	9	9	9	1	1	7	1	2	2	2	2	2	1	9	1	1	9	9	9999	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	9112	9999	2221	99.990.000	13.249	99.00	14.21	9	1	999999	27600	27600	27600	999999	999999	1	9	9	14.21	9	1	998	998	-0.7338	12.956	9	68.70	-0.5360	.30109999	28	NOV	13
DEU	2760000	DEU9797	1	27600	158	3404	1	1	2	5	4	9	9	9	7	9	9	9	7	9	1	2	2	3	3	3	3	3	1	2	2	2	2	2	2	2	1	2	2	3	3	4	3	2	2	1	3	2	4	4	4	4	5	5	5	4	2	4	1	1	1	1	2	2	2	2	2	2	1	7	2	2	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9703	8332	9999	-0.1254	0.6460	25.95	99.00	1	1	27600	27600	27600	27600	27600	27600	9	9	9	25.95	1	1	148	148	-12.159	12.956	9	99.00	-14.771	.30109999	28	NOV	13
DEU	2760000	DEU9797	1	27600	158	3406	1	2	2	2	2	2	2	2	7	2	2	2	7	2	2	1	4	4	2	2	3	3	1	2	2	2	2	2	2	2	1	2	2	3	3	4	3	1	2	1	1	2	4	4	4	5	5	5	3	5	5	4	2	2	2	1	1	2	2	2	2	1	1	7	1	2	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5223	7115	9999	-0.1254	13.249	26.62	28.48	1	1	27600	27600	27600	27600	27600	27600	1	0	0	28.48	1	1	148	148	-0.4243	0.1017	0	99.00	-14.771	.30109999	28	NOV	13
DEU	2760000	DEU9797	1	27600	158	3407	2	2	2	3	3	2	2	1	7	2	2	2	7	3	3	1	2	1	2	1	2	1	2	1	2	2	2	2	2	2	2	1	2	2	3	4	3	1	4	1	1	1	3	4	3	4	4	5	1	3	3	2	1	1	2	1	1	1	2	2	2	1	1	7	1	2	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9701	7233	5222	-0.1254	-0.4659	31.72	99.00	1	1	27600	27600	27600	27600	27600	27600	1	3	3	31.72	1	1	148	148	0.0485	0.7791	0	44.14	11.275	.278	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3411	1	2	2	3	3	9	9	9	7	9	9	9	7	3	3	2	2	1	1	1	1	2	1	1	2	2	2	1	2	2	1	1	2	3	2	4	3	4	3	1	1	1	4	3	4	5	5	5	4	5	3	5	2	2	2	1	1	2	2	2	2	1	1	7	1	1	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8132	7231	9704	11.701	13.249	30.78	31.34	1	1	27600	27600	27600	27600	27600	27600	2	9	9	31.34	1	1	148	148	-0.4243	0.1017	9	99.00	11.275	.39969999	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3412	2	1	2	5	5	2	1	1	7	2	2	1	7	9	3	2	4	2	3	1	1	1	1	1	2	2	2	2	2	2	1	1	2	1	3	4	3	1	2	1	2	1	3	3	3	4	5	5	3	4	2	4	1	1	1	1	2	2	2	2	2	9	2	7	1	1	2	1	2	2	1	1	1	1	1	2	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3221	7123	9999	0.7501	0.3180	18. Feb	56.00	1	1	27600	27600	27600	27600	27600	927600	4	3	3	56.00	1	1	148	148	-12.159	12.956	3	99.00	-0.0994	.3495	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3413	1	2	2	4	3	2	2	2	7	2	2	1	7	2	2	2	4	2	4	2	1	2	1	1	1	2	2	1	2	1	1	1	2	3	4	3	2	1	2	2	3	2	4	4	4	4	5	5	4	4	3	4	1	1	1	1	1	2	2	2	2	1	1	7	1	2	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3343	7233	9704	19.195	0.6460	31.72	54.55	1	1	27600	27600	27600	27600	27600	27600	1	0	3	54.55	1	1	148	148	-0.4243	12.956	3	99.00	-10.793	.39969999	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3414	1	2	2	3	3	2	2	1	7	9	9	1	7	9	5	2	3	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	2	1	2	4	3	2	2	1	2	2	4	4	4	4	4	5	3	4	9	3	1	1	1	1	1	2	2	2	2	1	1	7	2	1	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4110	7316	5311	0.7501	0.0209	30.14	43.33	1	1	27600	27600	27600	27600	27600	27600	2	3	3	43.33	1	1	148	148	-0.4243	12.956	3	24.98	-0.5360	.39969999	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3415	1	2	2	3	3	2	1	2	7	2	2	2	7	9	1	2	2	3	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	1	3	4	3	1	1	2	1	2	4	3	3	4	5	5	1	4	2	3	2	2	2	2	9	9	2	2	2	1	1	7	1	2	2	1	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4412	3122	7232	-14.809	-0.1412	40.54	27.52	1	1	27600	27600	27600	27600	27600	27600	4	2	2	40.54	1	1	148	148	-0.9561	-0.4255	0	47.74	-0.5360	.38339999	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3416	1	2	2	5	4	2	2	1	7	2	1	1	7	4	2	1	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	3	3	3	2	1	2	1	1	4	3	4	4	5	5	4	5	2	4	1	1	1	1	2	2	2	2	2	1	1	7	1	1	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4110	4321	5223	-0.1254	0.6460	32.50	43.33	1	1	27600	27600	27600	27600	27600	27600	2	3	3	43.33	1	1	148	148	-12.159	12.956	3	28.48	-0.0994	.38339999	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3417	1	2	2	5	3	9	9	9	7	9	9	9	7	4	1	1	2	2	3	3	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	4	1	3	1	2	4	4	4	4	4	5	5	5	2	5	2	3	1	1	1	1	2	2	2	2	2	1	1	7	1	1	2	1	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5223	7132	9704	-0.1254	0.3180	24.49	28.48	1	1	27600	27600	27600	27600	27600	27600	4	9	9	28.48	1	1	148	148	-12.159	12.956	9	99.00	-0.8397	.3495	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3418	1	1	2	3	4	2	2	2	7	2	2	2	7	3	3	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	3	4	4	3	3	2	1	4	1	4	3	4	3	3	5	3	3	2	2	3	2	2	2	2	2	2	2	2	1	1	7	1	1	2	1	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5141	7421	9704	0.3150	-0.6372	43.76	31. Aug	1	1	27600	27600	27600	27600	27600	27600	4	0	0	43.76	1	1	148	148	-12.159	-0.9553	0	99.00	-0.0994	.42039999	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3419	1	2	2	5	5	9	9	1	7	9	9	9	7	9	4	3	3	3	2	3	4	2	1	2	2	2	2	2	2	2	1	2	2	2	1	3	4	3	2	1	1	1	2	4	3	4	5	5	4	4	1	4	1	1	1	1	2	2	2	2	2	1	1	7	1	2	2	2	2	2	1	1	1	1	1	9	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3353	3321	7000	-0.1254	0.3180	60.29	54.27	1	1	27600	27600	27600	27600	27600	999999	1	3	3	60.29	1	1	148	148	-12.159	12.956	9	28.53	-16.570	.42039999	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3420	2	1	2	2	2	2	2	1	7	2	2	1	7	3	1	2	2	2	2	2	3	2	1	1	2	2	2	2	2	2	2	1	2	1	2	3	1	2	1	2	3	2	3	3	3	3	5	5	3	3	2	2	1	1	1	1	2	2	2	2	2	1	1	7	1	1	2	1	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3119	7125	5329	0.3150	-0.3004	24. Sep	51.35	1	1	27600	27600	27600	27600	27600	27600	4	3	3	51.35	1	1	148	148	-12.159	12.956	3	26.64	-0.5360	.38339999	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3422	2	1	2	5	3	2	2	1	7	2	2	1	7	9	3	2	3	2	1	2	2	2	1	1	2	1	2	1	2	1	1	1	2	1	1	4	4	1	1	1	1	4	4	4	4	4	4	4	3	4	3	3	1	1	1	1	2	2	2	2	2	9	2	7	1	1	2	1	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3221	9705	9999	19.195	0.0131	99.00	56.00	1	1	27600	27600	27600	27600	27600	27600	4	3	3	56.00	1	1	148	148	-12.159	12.956	3	99.00	-0.0994	.42039999	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3423	1	2	2	5	3	2	1	1	7	1	2	1	7	9	4	3	3	4	3	3	3	3	1	1	2	2	2	2	2	1	1	1	2	3	1	3	3	3	1	1	1	1	3	3	3	3	5	5	4	5	3	5	2	2	2	2	2	2	2	2	2	1	1	7	1	2	2	1	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	8	8	5141	5141	3311	11.701	0.8345	31. Aug	31. Aug	1	1	27600	27600	27600	27600	27600	27600	4	3	3	31. Aug	1	1	998	998	-12.159	-0.4255	3	72.27	-20.052	.42039999	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3424	1	2	2	2	2	2	2	2	7	2	2	2	7	9	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	3	4	2	1	2	3	2	3	2	5	5	2	3	2	2	1	2	1	1	1	2	2	2	2	1	1	7	1	1	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2400	8332	9704	-0.6314	-0.6372	25.95	73.91	1	1	27600	27600	27600	27600	27600	27600	2	0	0	73.91	1	1	148	148	-0.4243	0.7791	0	99.00	-0.0994	.38339999	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3425	1	1	2	3	4	9	1	9	7	9	9	1	7	1	4	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	2	1	2	4	3	1	2	3	2	2	3	2	3	5	5	5	4	4	2	2	1	1	1	1	2	2	2	2	2	2	1	7	1	2	2	2	2	2	1	9	1	2	2	2	17	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79200	0	1	1	3221	7233	3355	0.3150	0.3180	31.72	56.00	3	1	999999	27600	27600	79200	79200	79200	1	2	3	56.00	9	1	148	148	-12.159	12.956	3	63.03	17.172	.42039999	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3428	1	2	2	4	4	2	2	2	7	2	2	1	7	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	1	1	1	1	9	1	1	1	5	1	5	1	1	2	3	2	3	2	2	2	2	2	2	2	1	1	7	1	2	2	2	2	2	9	9	9	9	9	9	15	13	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9701	8000	9999	-14.809	-11.714	25.45	99.00	1	1	999999	999999	999999	999999	999999	999999	1	0	3	25.45	9	9	999	999	-12.159	-0.9553	3	99.00	-0.0994	.42039999	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3429	1	2	2	3	3	2	2	2	7	2	2	1	7	2	3	2	3	2	3	2	2	2	1	1	2	2	2	2	2	2	1	1	2	1	3	2	3	1	2	1	2	2	4	4	4	3	1	5	3	3	2	2	2	2	2	1	1	2	2	2	2	2	1	7	1	2	2	1	1	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	9	4412	8000	9705	0.7501	-0.9916	25.45	27.52	1	1	27600	27600	27600	27600	27600	27600	5	0	3	27.52	1	1	999	148	-0.4243	0.1017	3	99.00	-0.8397	.3495	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3430	1	2	2	4	4	2	2	2	7	2	2	2	7	4	2	2	3	3	3	3	4	3	2	2	2	2	2	2	2	2	1	2	2	2	2	4	3	1	1	1	1	1	3	3	2	4	4	5	1	4	1	2	1	1	2	1	2	2	2	2	2	1	1	7	1	2	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5223	7100	5120	-0.6314	-0.6372	25.39	28.48	1	1	27600	27600	27600	27600	27600	27600	1	0	0	28.48	1	1	148	148	-12.159	0.7791	0	24.53	-18.317	.38339999	28	NOV	13
DEU	2760000	DEU9797	1	27600	159	3431	2	2	1	5	5	2	2	1	7	2	2	2	7	2	3	1	2	2	3	2	1	2	1	1	2	2	2	2	2	2	1	1	2	1	3	3	2	1	1	1	2	2	4	3	4	4	5	5	4	3	2	3	1	1	1	1	1	2	2	9	2	1	1	7	1	2	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5230	7113	7512	0.7501	0.1650	23.96	30.90	1	1	27600	27600	27600	27600	27600	27600	1	3	3	30.90	1	1	148	148	-0.3575	12.956	0	23.57	0.3309	.42039999	28	NOV	13
DEU	2760000	DEU9797	1	27600	160	3432	1	1	2	2	2	1	2	1	7	2	2	1	7	9	9	2	2	1	2	3	4	2	1	2	2	2	2	2	2	2	2	2	2	1	3	4	3	1	1	2	2	2	3	3	4	3	5	5	3	3	1	1	1	1	2	1	1	1	2	2	2	1	1	7	2	2	1	2	2	1	2	2	2	2	2	2	7	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9701	1000	2412	-0.6314	-0.6372	65.12	99.00	1	1	79200	79200	79200	79200	79200	79200	6	3	3	65.12	3	3	148	148	0.0485	0.7791	3	75.50	-0.8397	.32730001	28	NOV	13
DEU	2760000	DEU9797	1	27600	160	3435	1	2	2	3	2	2	1	1	7	2	1	1	7	9	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	1	1	1	2	2	2	3	3	3	5	4	1	1	1	1	2	2	2	2	2	1	1	2	2	9	2	7	2	2	2	2	2	1	9	9	9	9	9	9	40	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	2163	5223	9704	-14.809	-15.201	28.48	79.74	9	9	999999	999999	999999	999999	999999	999999	6	3	3	79.74	9	9	999	999	0.0485	-0.4255	3	99.00	-0.8397	.2739	28	NOV	13
DEU	2760000	DEU9797	1	27600	160	3436	1	2	2	9	4	1	9	9	7	1	9	9	7	3	4	2	2	2	2	3	3	2	1	2	2	2	2	2	2	2	1	2	2	1	3	4	3	1	1	3	1	1	4	3	3	3	5	5	1	3	2	2	2	1	2	1	1	2	2	2	2	1	1	7	2	2	1	2	1	1	1	1	1	1	1	1	9999	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4110	2212	9704	-0.1254	-0.6372	81.92	43.33	1	1	27600	27600	27600	27600	27600	27600	6	1	1	81.92	1	1	148	148	-0.4243	0.4396	1	99.00	-0.8397	.32730001	28	NOV	13
DEU	2760000	DEU9797	1	27600	160	3437	2	1	2	4	3	2	1	1	7	2	2	1	7	3	4	3	2	2	3	3	3	2	1	2	2	2	2	2	2	2	2	2	2	1	2	3	1	1	4	2	1	1	3	2	1	5	5	5	4	4	3	3	1	1	1	1	2	1	2	2	2	1	1	7	2	2	1	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3256	3323	4110	-0.6314	0.6460	56.35	44.92	1	1	27600	27600	27600	27600	27600	27600	3	3	3	56.35	1	1	148	148	-0.4243	12.956	3	43.33	-12.871	.29229999	28	NOV	13
DEU	2760000	DEU9797	1	27600	160	3440	1	2	2	3	3	2	2	1	7	2	2	2	7	2	9	1	2	2	2	1	2	1	1	2	2	2	2	2	2	2	1	2	2	1	2	3	4	1	3	1	1	2	4	2	4	3	4	5	1	3	2	3	2	2	1	1	2	2	2	2	2	1	1	7	2	2	1	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4110	4412	4110	-0.1254	-0.6372	27.52	43.33	1	1	27600	27600	27600	27600	27600	27600	3	3	3	43.33	1	1	148	148	-12.159	0.4396	0	43.33	0.8861	.32730001	28	NOV	13
DEU	2760000	DEU9797	1	27600	160	3441	1	2	2	3	4	1	1	1	7	2	2	1	7	6	6	2	3	3	3	3	4	3	2	2	2	2	2	2	2	2	2	2	2	1	1	2	4	1	1	1	1	1	3	3	4	3	5	5	1	4	2	3	2	2	2	2	2	2	2	2	2	1	1	7	2	2	1	2	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4110	3324	2432	-14.809	-0.3004	61.18	43.33	1	1	27600	27600	27600	27600	27600	27600	6	3	3	61.18	1	1	148	148	-12.159	-0.4255	3	73.91	-18.317	.2739	28	NOV	13
DEU	2760000	DEU9797	1	27600	160	3443	1	1	2	9	2	9	9	9	7	9	9	9	7	9	4	1	1	1	1	1	1	1	2	2	2	2	9	9	9	9	9	9	9	9	2	4	4	2	4	3	4	4	4	4	4	5	5	5	3	5	3	5	1	1	1	1	1	2	1	2	1	1	2	7	2	2	1	2	2	1	2	1	2	2	1	1	9999	25	0	0	0	0	0	0	0	0	0	0	181000	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	2	8	9999	9999	1111	-10.737	10.539	99.00	99.00	1	3	27600	181000	181000	181000	27600	27600	6	9	9	99.00	1	3	998	495	0.4708	12.956	9	68.77	23.177	.2739	28	NOV	13
DEU	2760000	DEU9797	1	27600	160	3445	1	2	2	1	1	9	1	1	7	9	9	1	7	9	1	1	4	9	2	9	4	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	4	2	1	2	2	1	4	3	3	1	4	5	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	7	2	2	2	2	2	1	2	2	2	2	2	2	17	15	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5142	7122	2144	-14.809	-16.804	22.75	31. Aug	1	1	181000	181000	181000	181000	181000	181000	6	3	3	31. Aug	3	3	495	495	0.0485	12.956	3	77.10	-13.276	.32730001	28	NOV	13
DEU	2760000	DEU9797	1	27600	160	3446	1	2	2	5	4	1	9	9	7	1	9	9	7	6	1	2	3	3	2	3	3	2	1	2	2	2	2	2	2	2	1	2	2	1	3	2	2	1	1	4	2	1	2	2	3	4	5	4	1	3	1	2	2	2	2	2	1	1	1	2	2	1	1	7	2	2	1	2	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2330	2261	2500	-0.1254	-0.8130	88.31	82.41	1	1	27600	27600	27600	27600	27600	27600	6	1	1	88.31	1	1	148	148	0.4708	-0.4255	1	75.13	-12.871	.2739	28	NOV	13
